GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
IKE Workspace Maven Plugin,network.ike.plugin.ws,GraphWorkspaceMojo,20,278,11,23,2,46,10,12,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSwitchDraftMojo,458,1398,90,166,94,300,69,74,2,13
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkspaceReport,75,176,18,20,20,47,13,15,1,8
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartSiblingDraftMojo,259,498,32,36,56,96,27,14,1,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,AutoStashGuard,16,35,1,5,5,12,1,5,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSwitchPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,AbstractWorkspaceMojo,83,372,22,20,21,97,18,32,3,26
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartSupport,321,712,45,69,72,155,38,28,0,9
IKE Workspace Maven Plugin,network.ike.plugin.ws,DependencyVersionAligner.new XmlVisitor() {...},2,113,2,20,1,25,2,11,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCommitDraftMojo,355,0,36,0,78,0,23,0,5,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.UpToDate,0,6,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsLintMojo,9,102,1,3,2,23,1,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,SubprojectSnapshot,0,21,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,VerifyConvergenceMojo,546,346,62,22,125,65,38,10,1,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorPom.ProfileEntry,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsHelpMojo,442,0,42,0,86,0,29,0,8,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartPublishMojo,49,0,0,0,14,0,3,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartDraftMojo,216,1746,44,176,55,343,43,79,0,12
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorPom.new XmlVisitor() {...},9,150,7,17,2,32,7,11,0,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartDraftMojo.BranchRow,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorPom.new XmlVisitor() {...},0,63,0,4,0,13,0,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomParentSupport,33,29,2,4,10,7,4,4,3,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,GoalAuthoredChanges,11,90,1,9,4,20,1,7,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartSiblingPublishVerifyMojo,0,7,0,0,0,3,0,3,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSupport.PushResult,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartSiblingPublishMojo,203,1150,33,67,51,226,31,31,1,11
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReconcileBranchesDraftMojo.BranchChanges,0,21,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,PullWorkspaceMojo,218,719,23,63,47,140,21,46,1,21
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsGoal,3,545,0,0,1,62,1,8,1,8
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorWalker.ReactorScan,0,9,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.AutoResolved,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSupport,668,1714,104,147,149,355,86,72,5,25
IKE Workspace Maven Plugin,network.ike.plugin.ws,DotGraphSupport,0,292,0,20,0,66,0,17,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,PushMojo.Outcome,0,27,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishMergeDraftMojo,555,1048,108,116,104,230,81,41,3,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseStatusMojo,129,457,21,32,25,93,16,22,0,10
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartSiblingDraftMojo.Preflight,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkspaceScope,3,32,0,2,1,7,1,4,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,PullWorkspaceMojo.PullRow,39,69,0,0,6,6,3,4,3,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,SubprojectResolver,3,73,3,7,2,15,3,5,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkspaceReportSpec,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute,39,520,18,74,8,115,17,33,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCommitPublishMojo.RepoFailure,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointDraftMojo.CheckpointReportContext,0,54,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignPublishMojo,0,17,0,0,0,5,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ReferenceKind,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseDraftMojo.ReleaseCandidate,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ReferenceSite,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,Ansi,0,12,0,0,0,4,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReconcileBranchesPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReportMojo,33,122,6,8,9,25,6,7,1,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAddMojo.DerivedDep,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSyncMojo,76,223,11,21,23,59,9,12,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAddMojo,1388,1579,218,172,321,336,148,95,14,34
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckBranchMojo,380,343,53,41,73,66,40,12,2,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCommitPublishMojo.Outcome,0,27,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishMergePublishMojo,17,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,StignoreWorkspaceMojo,9,285,1,3,2,36,1,8,0,7
