GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.AutoResolved,12,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSupport,481,1177,80,98,119,241,64,48,4,19
IKE Workspace Maven Plugin,network.ike.plugin.ws,DotGraphSupport,0,292,0,20,0,66,0,17,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,PushMojo.Outcome,0,27,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishMergeDraftMojo,395,969,65,101,78,207,53,37,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseStatusMojo,129,457,21,32,25,93,16,22,0,10
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartSiblingDraftMojo.Preflight,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkspaceScope,3,32,0,2,1,7,1,4,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,PullWorkspaceMojo.PullRow,39,69,0,0,6,6,3,4,3,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,SubprojectResolver,3,73,3,7,2,15,3,5,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkspaceReportSpec,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute,39,520,18,74,8,115,17,33,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointDraftMojo.CheckpointReportContext,0,54,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignPublishMojo,0,17,0,0,0,5,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ReferenceKind,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseDraftMojo.ReleaseCandidate,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ReferenceSite,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,Ansi,0,12,0,0,0,4,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReconcileBranchesPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReportMojo,33,122,6,8,9,25,6,7,1,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAddMojo.DerivedDep,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSyncMojo,76,223,11,21,23,59,9,12,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAddMojo,1776,901,229,131,389,230,155,68,21,22
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckBranchMojo,666,0,84,0,131,0,47,0,5,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishMergePublishMojo,17,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,StignoreWorkspaceMojo,9,285,1,3,2,36,1,8,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureAbandonDraftMojo,541,689,77,57,108,143,55,22,2,8
IKE Workspace Maven Plugin,network.ike.plugin.ws,PostMutationSync,0,27,0,4,0,8,0,3,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignDraftMojo,20,245,5,27,4,57,6,15,1,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.Conflicts,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,UpdateFeaturePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.PropertyReleasePlan,0,27,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,CleanupWorkspacePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorPom,34,328,16,34,10,70,14,24,0,13
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport,311,346,45,36,58,68,31,21,1,8
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan,0,15,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReconcileBranchesDraftMojo,148,1102,40,136,24,217,35,67,0,13
IKE Workspace Maven Plugin,network.ike.plugin.ws,PushMojo.PushRow,0,96,0,0,0,8,0,5,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseDraftMojo,2196,1523,207,125,480,296,141,70,19,26
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsHelpMojo.GoalInfo,12,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.AheadOnly,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector,0,197,2,26,0,54,2,13,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PushMojo,109,739,21,74,20,142,21,43,0,15
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointPublishMojo,124,110,6,8,32,35,5,9,1,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Finding,0,24,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.Skipped,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,SiblingBaseResolution,0,26,1,5,0,6,1,3,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.FastForwarded,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashDraftMojo,230,1385,50,146,46,293,46,61,0,9
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsRefreshMainMojo,383,0,31,0,56,0,22,0,4,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Status,0,52,0,0,0,11,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,MavenWrapper,6,248,3,19,1,70,3,18,0,10
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkingSetReportTable.Row,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashPublishMojo,17,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomSiteScanner,5,120,3,9,1,26,3,4,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseStatusMojo.MemberFinding,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomModel,108,156,20,12,24,38,18,18,6,14
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Observation,0,27,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsPostReleaseMojo,187,491,22,26,49,101,19,9,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomSiteScanner.PomSiteSurvey,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,UpdateFeatureDraftMojo,227,562,24,52,52,123,18,23,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute.SubprojectRoot,0,17,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCommitDraftMojo.RepoStatus,21,0,2,0,3,0,4,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PullWorkspaceMojo.Outcome,0,33,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,YamlDepsSync,21,231,5,23,9,55,5,12,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.GA,0,15,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointDraftMojo,357,1193,44,82,70,247,33,48,2,16
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckpointSupport,46,76,1,1,4,11,1,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute.ArtifactReleaseIntent,0,49,0,2,0,8,0,2,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseNotesMojo,105,0,8,0,18,0,7,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,AuthoredCommit,0,27,0,0,0,5,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldDraftMojo,954,107,86,12,224,26,53,12,9,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.CreatedFromRemote,6,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,GoalBehavior,0,46,0,0,0,7,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomParentSupport.ParentInfo,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,CleanupWorkspaceMojo,625,0,60,0,127,0,38,0,8,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsRemoveMojo,88,298,17,17,15,68,15,7,1,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,TreePreflight,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCommitPublishMojo.CommitOutcome,0,48,0,0,0,5,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ArtifactReleasePlan,0,27,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartDraftMojo.CascadeGapRow,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldInitMojo,461,138,62,12,90,38,37,8,2,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckBranchMojo.DriftRow,18,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashDraftMojo.SquashKind,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCommitPublishMojo,123,337,20,46,30,78,18,20,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleasePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ParkSupport,53,94,2,0,14,30,1,6,0,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkingSetReportTable,0,129,0,16,0,24,0,15,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureAbandonPublishMojo,0,9,0,0,0,3,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorWalker,0,116,1,13,0,28,1,8,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,OverviewWorkspaceMojo,407,613,57,43,76,119,37,18,1,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,WorkspaceBootstrap.Params,0,36,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,SubprojectInitializer,470,1117,57,51,87,227,44,34,2,22
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,WorkspaceBootstrap,606,953,23,37,112,193,24,19,5,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,SubprojectInitializer.Result,11,29,7,1,0,2,4,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.verify,WorkspaceVerifier,873,600,79,31,223,143,56,21,2,16
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},165,20,21,1,44,4,11,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},158,53,11,5,38,12,7,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},70,50,3,3,16,8,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},5,117,3,7,2,26,3,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},75,64,5,7,18,13,4,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},10,48,2,4,2,9,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},86,6,6,0,18,1,4,1,1,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},58,155,2,18,14,34,3,11,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightResult.Failure,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightResult,0,121,0,10,0,21,0,9,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,Preflight,0,36,0,2,0,6,0,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightContext,0,31,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition,29,537,19,71,7,125,19,42,0,16
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler,476,686,75,57,130,157,51,31,2,14
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler.GitignoreSection,0,15,0,0,0,3,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler.Run,11,0,0,0,3,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler.FieldChange,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler.FieldChange,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,WorkspaceContext,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler.Drift,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FeatureVersionReconciler.Change,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,Reconciler,2,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,CheatsheetReconciler,20,183,3,20,7,50,3,17,0,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.ComponentVersion,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ReconcilerRegistry,0,29,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,MavenWrapperReconciler,23,225,7,25,9,52,7,15,0,6
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.AlignChange,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ExtensionsXmlReconciler,161,3,22,0,47,1,17,1,6,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler,1147,516,161,63,288,99,102,36,18,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler,402,3,44,0,99,1,30,1,8,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.Plan,0,22,0,0,0,6,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler.Plan,15,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FeatureVersionReconciler,30,277,9,23,13,64,9,14,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,MavenWrapperReconciler.Change,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ReconcilerOptions,7,18,0,0,1,3,1,3,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ReactorSubprojectsReconciler,36,259,7,23,12,62,6,17,0,8
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,DriftReport,0,164,3,11,0,26,3,8,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler,360,214,52,18,82,52,36,11,3,9
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsState.Action,0,70,0,0,0,13,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsState,13,167,4,6,6,39,3,9,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsOperations,596,1594,41,71,121,261,44,84,12,60
