GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
IKE Workspace Maven Plugin,network.ike.plugin.ws,GraphWorkspaceMojo,20,278,11,23,2,46,10,12,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSwitchDraftMojo,393,671,52,64,90,149,42,28,3,9
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkspaceReport,87,161,21,17,22,44,16,12,1,8
IKE Workspace Maven Plugin,network.ike.plugin.ws,IdeProfileSync,200,189,33,33,58,37,21,17,2,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSwitchPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,AbstractWorkspaceMojo,100,228,19,13,32,50,19,19,6,16
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartSupport,375,670,45,65,72,149,38,25,0,8
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.UpToDate,6,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsLintMojo,111,0,4,0,25,0,4,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,SubprojectSnapshot,0,21,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,VerifyConvergenceMojo,540,340,62,20,123,64,39,8,1,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsHelpMojo,410,0,38,0,81,0,27,0,8,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartPublishMojo,49,0,0,0,14,0,3,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartDraftMojo,237,1165,37,99,54,222,32,43,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartDraftMojo.BranchRow,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomParentSupport,33,29,2,4,10,7,4,4,3,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,CommitMojo,442,128,53,15,103,29,31,10,3,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,PullWorkspaceMojo,206,0,8,0,48,0,6,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsGoal,3,414,0,0,1,52,1,5,1,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorWalker.ReactorScan,0,9,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.AutoResolved,12,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSupport,612,840,90,70,140,175,62,38,3,17
IKE Workspace Maven Plugin,network.ike.plugin.ws,DotGraphSupport,0,181,0,12,0,38,0,10,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,CommitMojo.CommitOutcome,48,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishMergeDraftMojo,203,544,41,39,37,111,35,10,0,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseStatusMojo,135,443,22,27,27,88,17,19,0,10
IKE Workspace Maven Plugin,network.ike.plugin.ws,WorkspaceReportSpec,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute,39,520,18,74,8,115,17,33,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointDraftMojo.CheckpointReportContext,0,45,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignPublishMojo,16,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ReferenceKind,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseDraftMojo.ReleaseCandidate,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ReferenceSite,0,15,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,Ansi,0,12,0,0,0,4,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReconcileBranchesPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReportMojo,155,0,14,0,34,0,13,0,6,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAddMojo.DerivedDep,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsSyncMojo,143,0,14,0,32,0,9,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAddMojo,1804,786,237,111,391,201,154,58,19,19
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckBranchMojo,654,0,84,0,128,0,47,0,5,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishMergePublishMojo,16,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,StignoreWorkspaceMojo,9,283,1,3,2,35,1,8,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureAbandonDraftMojo,1113,0,116,0,218,0,65,0,7,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PostMutationSync,0,7,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsAlignDraftMojo,214,43,23,9,52,6,15,6,3,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.Conflicts,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,UpdateFeaturePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.PropertyReleasePlan,0,27,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,CleanupWorkspacePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport,412,144,48,11,75,27,31,8,2,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan,0,15,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReconcileBranchesDraftMojo,127,756,36,88,19,154,31,41,0,9
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseDraftMojo,2116,1424,195,117,458,276,134,64,19,23
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsHelpMojo.GoalInfo,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.AheadOnly,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector,0,197,2,26,0,54,2,13,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PushMojo,375,0,28,0,95,0,18,0,4,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointPublishMojo,7,42,0,0,3,11,0,3,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Finding,0,24,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.Skipped,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.FastForwarded,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashDraftMojo,125,667,24,64,24,138,21,29,0,6
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsRefreshMainMojo,302,0,23,0,41,0,18,0,4,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Status,0,52,0,0,0,11,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws,MavenWrapper,6,188,3,15,1,52,3,15,0,9
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureFinishSquashPublishMojo,16,0,0,0,5,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomSiteScanner,5,120,3,9,1,26,3,4,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomModel,108,156,20,12,24,38,18,18,6,14
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleaseStatusInspector.Observation,0,27,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsPostReleaseMojo,431,0,22,0,99,0,13,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomSiteScanner.PomSiteSurvey,0,21,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,UpdateFeatureDraftMojo,224,474,20,32,48,91,14,14,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute.SubprojectRoot,0,17,0,0,0,4,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,YamlDepsSync,23,225,7,21,9,54,7,10,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.GA,0,15,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsCheckpointDraftMojo,524,930,50,60,85,197,37,32,2,12
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckpointSupport,46,76,1,1,4,11,1,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlanCompute.ArtifactReleaseIntent,0,49,0,2,0,8,0,2,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleaseNotesMojo,105,0,8,0,18,0,7,0,3,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldDraftMojo,626,0,58,0,157,0,37,0,8,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,RefreshMainSupport.CreatedFromRemote,6,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,PomParentSupport.ParentInfo,12,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,CleanupWorkspaceMojo,625,0,60,0,127,0,38,0,8,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsRemoveMojo,364,0,28,0,85,0,20,0,6,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReleasePlan.ArtifactReleasePlan,0,27,0,0,0,3,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureStartDraftMojo.CascadeGapRow,0,12,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldInitMojo,346,98,48,10,66,25,29,7,2,5
IKE Workspace Maven Plugin,network.ike.plugin.ws,CheckBranchMojo.DriftRow,18,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsReleasePublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,FeatureAbandonPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,ReactorWalker,0,116,1,13,0,28,1,8,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws,WsScaffoldPublishMojo,9,0,0,0,3,0,2,0,2,0
IKE Workspace Maven Plugin,network.ike.plugin.ws,OverviewWorkspaceMojo,334,585,36,38,59,110,26,15,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,WorkspaceBootstrap.Params,0,33,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,SubprojectInitializer,645,811,67,35,110,184,49,24,2,20
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,WorkspaceBootstrap,571,461,9,1,107,90,10,3,5,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.bootstrap,SubprojectInitializer.Result,11,29,7,1,0,2,4,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.verify,WorkspaceVerifier,859,598,79,31,221,142,56,21,2,16
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},163,20,21,1,43,4,11,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},158,53,11,5,38,12,7,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},70,50,3,3,16,8,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},5,117,3,7,2,26,3,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},75,64,5,7,18,13,4,4,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},10,48,2,4,2,9,2,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},86,6,6,0,18,1,4,1,1,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition.new PreflightCondition() {...},69,142,7,13,16,32,7,7,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightResult.Failure,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightResult,0,121,0,10,0,21,0,9,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,Preflight,0,36,0,2,0,6,0,3,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightContext,0,31,0,0,0,2,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.preflight,PreflightCondition,29,537,19,71,7,125,19,42,0,16
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler,1101,0,126,0,266,0,77,0,14,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler.GitignoreSection,0,15,0,0,0,3,0,2,0,2
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler.Run,11,0,0,0,3,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler.FieldChange,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler.FieldChange,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,WorkspaceContext,0,18,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler.Drift,0,9,0,0,0,1,0,1,0,1
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,Reconciler,2,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.ComponentVersion,9,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ReconcilerRegistry,14,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.AlignChange,18,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ScaffoldConventionReconciler,1064,372,143,41,265,65,90,25,18,5
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler,403,0,44,0,99,0,31,0,9,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,AlignmentReconciler.Plan,22,0,0,0,6,0,4,0,4,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ParentVersionReconciler.Plan,15,0,0,0,1,0,1,0,1,0
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,ReconcilerOptions,7,18,0,0,1,3,1,3,1,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,DriftReport,0,115,3,7,0,17,3,5,0,3
IKE Workspace Maven Plugin,network.ike.plugin.ws.reconcile,FieldNormalizationReconciler,360,212,52,18,82,51,36,11,3,9
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsState.Action,0,70,0,0,0,13,0,4,0,4
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsState,13,167,4,6,6,39,3,9,0,7
IKE Workspace Maven Plugin,network.ike.plugin.ws.vcs,VcsOperations,823,1071,49,47,139,184,55,53,23,37
